Crop,Crop type,Altitude (masl),temperature (C) ,pH,Soil type,N,P,K,Crop water need (mm/total growing period),Growing period (days),Humidity(%),Season A start(month),Season A end,Season B start(month),Season B end(month)
Mango,Fruit,712.9958266140354,22.305964099138578,6.362243412070139," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,614.9530086756004,119.04323234936005,65.28031497142979,9,12-2,2,5-7
Mango,Fruit,905.8431281900431,22.071763684114735,6.272930178938775," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,1125.6671625104286,142.2882588011304,72.09528940808171,9,12-2,2,5-7
Mango,Fruit,1378.7098726847748,22.824307230928962,6.758813875813019," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,754.184558746661,137.02792778289776,68.4232446082038,9,12-2,2,5-7
Mango,Fruit,734.3777466509605,22.426523252033714,6.634868827749791," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,725.4374897097023,118.19391916015938,60.995418057700206,9,12-2,2,5-7
Mango,Fruit,905.3567469983752,21.47815446916931,6.4393343973646635," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,611.3733499047132,134.61811147712345,74.31450816131009,9,12-2,2,5-7
Mango,Fruit,865.3135126150726,21.573215099820427,6.182598834090953," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,637.5648781797499,103.78278175316512,77.93185082836197,9,12-2,2,5-7
Mango,Fruit,1048.5886086875803,23.511386533163584,6.1382311498275905," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,1012.3286875355977,111.35491713357368,77.97247230376523,9,12-2,2,5-7
Mango,Fruit,1199.947019118391,24.60183629740628,6.756035218086508," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,632.3570493742584,149.31250760775083,77.76009439343147,9,12-2,2,5-7
Mango,Fruit,979.6655679608261,20.258587619848058,6.022060859581962," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,1066.8202397311052,130.59742888067848,61.37302083511876,9,12-2,2,5-7
Mango,Fruit,889.9724438122473,21.71847270953489,6.69535335726387," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,1000.2125600562781,110.86360215126984,73.95132836687907,9,12-2,2,5-7
Mango,Fruit,1367.7235503393579,25.612215040710733,6.403775262089058," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,617.0726413216519,115.84731586620532,61.42087710713015,9,12-2,2,5-7
Mango,Fruit,1076.2154545232383,24.293021174270173,6.934256253253496," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,875.2791289314168,130.93706596771275,65.97966611975745,9,12-2,2,5-7
Mango,Fruit,966.2251675744683,25.315173845915698,6.584316173136305," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,915.1359367365999,139.15108958730383,66.5658416774621,9,12-2,2,5-7
Mango,Fruit,1033.2784880125691,22.268761478613637,6.190216516961902," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,1025.9674923393732,133.22590108573644,79.66204130890247,9,12-2,2,5-7
Mango,Fruit,1245.594156108178,20.919919306302212,6.579535324932829," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,878.7017745979308,121.73143196640557,74.02883960815527,9,12-2,2,5-7
Mango,Fruit,1051.0370913568443,21.781159062646104,6.666098179338123," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,946.9334620128345,147.81868785827916,75.37122241880003,9,12-2,2,5-7
Mango,Fruit,1025.8365494428715,20.842791402056648,6.942880441843677," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,1177.3009660535013,141.49717306709135,62.23662684069467,9,12-2,2,5-7
Mango,Fruit,909.7802673283741,23.211293625154134,6.463828959080052," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,846.365828603073,139.22505946202557,61.07120396252633,9,12-2,2,5-7
Mango,Fruit,763.1916023627024,21.136948607473155,6.191920266491101," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,1077.3222470923113,109.21737424411006,64.59225119147384,9,12-2,2,5-7
Mango,Fruit,760.4946098900728,21.395234393641292,6.475590823121148," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,973.3086985839675,138.32144226734403,69.41206607298159,9,12-2,2,5-7
Mango,Fruit,1398.0001235438785,25.936912221976513,6.94792067997921," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,600.5459671803493,113.43986368693305,64.10009293973765,9,12-2,2,5-7
Mango,Fruit,1254.942961498043,21.204904303629352,6.555222855627373," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,1086.0754549805401,133.33750555446798,69.79462178592661,9,12-2,2,5-7
Mango,Fruit,843.8640803093144,24.783549236269643,6.7876474792277675," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,833.412695340336,133.757387392803,64.63106693132727,9,12-2,2,5-7
Mango,Fruit,1130.6131807551023,24.648102327706056,6.380872736996656," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,1136.4301260838379,107.91182766061372,66.43452469064981,9,12-2,2,5-7
Mango,Fruit,734.1473365753241,22.48981645395052,6.314783317595615," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,630.2710089071945,125.20336271440253,77.50534236021352,9,12-2,2,5-7
Mango,Fruit,1268.43359183523,20.38566593451663,6.074957545970659," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,996.9161437799443,144.14296871131484,60.57293254579697,9,12-2,2,5-7
Mango,Fruit,839.1217056029953,21.343161950831988,6.875989015854125," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,1051.7556574686214,138.35619447918089,72.17494185978322,9,12-2,2,5-7
Mango,Fruit,916.6304616956411,24.466215288230558,6.799818407782682," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,1126.7547313784485,140.7294595715836,61.40348873753098,9,12-2,2,5-7
Mango,Fruit,777.4647787235058,21.13800370310573,6.002505128628596," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,657.7827503208127,121.48012852641008,65.4703070148154,9,12-2,2,5-7
Mango,Fruit,773.7593062839985,22.08099788857568,6.657505179524997," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,1078.313423571486,115.92734948933108,63.515120530321525,9,12-2,2,5-7
Mango,Fruit,1169.6134597328473,25.219215535812054,6.107266507988986," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,778.5166547805761,104.94744170534754,60.786485368819584,9,12-2,2,5-7
Mango,Fruit,1047.5774187404136,20.06484489382439,6.724409863177491," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,1001.1339699312864,123.69893695583437,73.957323831782,9,12-2,2,5-7
Mango,Fruit,737.050753849512,23.34311278679974,6.543399789231196," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,844.0695068102351,130.6998510703654,60.87491608174367,9,12-2,2,5-7
Mango,Fruit,1073.9598951500466,25.347171247987582,6.770371596260199," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,977.7807579080579,139.80138089417002,77.02219950981143,9,12-2,2,5-7
Mango,Fruit,997.6755503666875,24.22302973912646,6.934183378358399," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,976.2390070689221,105.5795047997255,63.13875139832787,9,12-2,2,5-7
Mango,Fruit,1075.5802426260452,24.472627929859236,6.707849705795265," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,607.1710194300347,130.68013340630387,72.82679852599313,9,12-2,2,5-7
Mango,Fruit,1365.815358683952,23.00330364058805,6.352360964252123," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,1019.9971333899671,105.79786372570968,72.1274495459149,9,12-2,2,5-7
Mango,Fruit,1187.9294196571805,21.943254170240234,6.099760721909313," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,1174.119187516045,141.83760769916967,65.91067313323762,9,12-2,2,5-7
Mango,Fruit,1380.169453408475,25.589186852014667,6.842682820523575," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,1033.265821389124,134.93838352912186,77.74189331543833,9,12-2,2,5-7
Mango,Fruit,1138.4603213724229,23.590539389558362,6.70153788466714," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,817.5590956249579,126.48228322391378,77.48899699258442,9,12-2,2,5-7
Mango,Fruit,885.0818573771743,22.28162811058663,6.808903037912825," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,601.0131525671153,127.76688845386543,70.4606016513282,9,12-2,2,5-7
Mango,Fruit,1051.5345295553118,23.0106133593727,6.10865661678694," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,1112.0005923180274,128.9630921954733,67.14260931172583,9,12-2,2,5-7
Mango,Fruit,1369.046300692437,25.803849003702858,6.850568907100831," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,1159.4997709938455,120.0796056001424,68.57768000216734,9,12-2,2,5-7
Mango,Fruit,1333.1792524621633,25.56240075386728,6.342403817167279," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,610.8457456956219,127.96117609138366,69.70299147609194,9,12-2,2,5-7
Mango,Fruit,1120.6974508203484,25.540706688517616,6.170403067058308," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,1123.1876546705898,143.1914076920433,61.78110276314023,9,12-2,2,5-7
Mango,Fruit,688.502671942931,20.24641798123786,6.003585131642933," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,1083.5218620880091,146.24541343873372,62.57483726842691,9,12-2,2,5-7
Mango,Fruit,1004.9601197559448,20.979676492743938,6.384280925101131," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,676.601543499201,131.73793784989985,62.416947224773985,9,12-2,2,5-7
Mango,Fruit,939.9688303041585,23.743380871467462,6.590351573915308," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,896.5260596212211,136.08810227902262,70.70609849534073,9,12-2,2,5-7
Mango,Fruit,1150.0266082967098,25.20446151197654,6.030361947691237," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,845.0581044773394,103.53933597831033,66.82824677686705,9,12-2,2,5-7
Mango,Fruit,1126.2801725773074,24.96121628601692,6.298207041709682," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,708.9099591314549,127.20375263273995,76.0937625907059,9,12-2,2,5-7
Mango,Fruit,958.993580118075,23.181411515075677,6.248892394122096," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,877.3660498393718,131.54325366956832,70.91168516609466,9,12-2,2,5-7
Mango,Fruit,1377.3781950667476,21.758592529257847,6.260027699699039," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,1085.6750982913625,127.81321891271854,77.90156674462312,9,12-2,2,5-7
Mango,Fruit,1073.9970428243528,20.656346701608935,6.920492135729353," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,837.2428521111233,100.89673725043164,77.92939209304438,9,12-2,2,5-7
Mango,Fruit,917.8934195296208,23.719248325572597,6.860260574024131," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,801.7225490813677,140.44612422164136,71.79128186957021,9,12-2,2,5-7
Mango,Fruit,830.322058824834,23.53063779913828,6.809717928317113," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,1025.3135538149936,119.5828937070523,75.25774942385146,9,12-2,2,5-7
Mango,Fruit,1161.963602269349,22.59600968218541,6.938491454812744," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,829.7401000130519,121.82824651139785,62.523118644412115,9,12-2,2,5-7
Mango,Fruit,1359.6583612238924,21.66990377068272,6.955396709395261," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,858.9662339588274,146.67679163338354,71.38382878640574,9,12-2,2,5-7
Mango,Fruit,1035.1862413088797,20.484870104896952,6.356911351528044," well-draining, sandy loam, loamy soil",100.0,25.0,110.0,652.4327198533554,118.34109708713453,71.26191936161023,9,12-2,2,5-7
Pineapple,Fruit,1105.5987629893439,27.25190578949679,6.1033782497242015," sandy loam soil, well drained",150.0,45.0,530.0,944.7029222232452,706.5484285973675,70.42910090520985,9,3-9,2,8-2
Pineapple,Fruit,1112.5453797441662,26.94212885514137,4.998614211511546," sandy loam soil, well drained",150.0,45.0,530.0,789.5798656885335,621.4831382094475,67.22823044945214,9,3-9,2,8-2
Pineapple,Fruit,1114.1245648936472,27.507605063193523,6.243725497159441," sandy loam soil, well drained",150.0,45.0,530.0,668.004218147775,714.5485744160302,73.34740637063179,9,3-9,2,8-2
Pineapple,Fruit,1118.3670489458982,29.10257945825518,6.257425919112692," sandy loam soil, well drained",150.0,45.0,530.0,711.8599643793095,558.1673011891847,70.98476248123463,9,3-9,2,8-2
Pineapple,Fruit,1111.0652321998655,21.31187820111906,5.991349377906733," sandy loam soil, well drained",150.0,45.0,530.0,755.8306930124993,551.180549162638,66.55506981055143,9,3-9,2,8-2
Pineapple,Fruit,1100.1996126267675,24.468136645221033,5.842637727010425," sandy loam soil, well drained",150.0,45.0,530.0,618.8537036843023,702.7354801560499,75.00131992430528,9,3-9,2,8-2
Pineapple,Fruit,1101.6749966939306,20.679965586948953,6.298227865088088," sandy loam soil, well drained",150.0,45.0,530.0,653.1448659776946,655.3554108015562,72.32580762429959,9,3-9,2,8-2
Pineapple,Fruit,1108.5840610729833,28.298107657557125,6.075221344595098," sandy loam soil, well drained",150.0,45.0,530.0,865.5965348510474,682.4745916366091,79.45011715928415,9,3-9,2,8-2
Pineapple,Fruit,1107.0268579391407,25.247346378492196,5.617168429260683," sandy loam soil, well drained",150.0,45.0,530.0,818.8064698530775,714.5365897347926,79.90455879219749,9,3-9,2,8-2
Pineapple,Fruit,1102.943516108731,23.848385657741577,5.572579786627375," sandy loam soil, well drained",150.0,45.0,530.0,841.4098174095166,552.1491201795673,77.60209152414978,9,3-9,2,8-2
Pineapple,Fruit,1118.547291873392,23.20244612477678,5.790128351352512," sandy loam soil, well drained",150.0,45.0,530.0,619.9635655020656,541.6283077795416,68.07695777251428,9,3-9,2,8-2
Pineapple,Fruit,1103.374782063991,22.414703654711126,5.305027284472591," sandy loam soil, well drained",150.0,45.0,530.0,874.7751146120065,560.996525671424,61.65253657019739,9,3-9,2,8-2
Pineapple,Fruit,1109.9382597340036,28.909142045448093,5.633452317173537," sandy loam soil, well drained",150.0,45.0,530.0,980.1381638272491,598.0411427612529,60.895827819714576,9,3-9,2,8-2
Pineapple,Fruit,1105.7914468033325,23.093674092486523,6.384165466300981," sandy loam soil, well drained",150.0,45.0,530.0,876.0754055637077,618.9466280262748,78.06691445843714,9,3-9,2,8-2
Pineapple,Fruit,1110.6156280158057,24.682000088402543,6.2073607497342564," sandy loam soil, well drained",150.0,45.0,530.0,927.4258903311186,633.5087353049115,61.11052781974963,9,3-9,2,8-2
Pineapple,Fruit,1101.76347618375,26.4315332908998,6.455723478321753," sandy loam soil, well drained",150.0,45.0,530.0,639.8990702287128,551.6931407373057,62.37385179917272,9,3-9,2,8-2
Pineapple,Fruit,1119.9481251212364,28.3278176564681,6.396597086478043," sandy loam soil, well drained",150.0,45.0,530.0,983.3493866700587,555.0985701258771,68.61925585610551,9,3-9,2,8-2
Pineapple,Fruit,1116.320469628613,27.031945722205478,4.5632067526227384," sandy loam soil, well drained",150.0,45.0,530.0,836.8143123837793,592.647074201963,73.16210055925394,9,3-9,2,8-2
Pineapple,Fruit,1107.6335604323144,21.133135231078178,4.786024207340311," sandy loam soil, well drained",150.0,45.0,530.0,677.6201390110838,628.29398700906,71.0212287479769,9,3-9,2,8-2
Pineapple,Fruit,1110.4530348146827,23.24181321524638,5.637553470797091," sandy loam soil, well drained",150.0,45.0,530.0,764.3565809814545,547.3694255421074,61.56027741014794,9,3-9,2,8-2
Pineapple,Fruit,1104.0856428579132,26.390037215538626,4.629443190756108," sandy loam soil, well drained",150.0,45.0,530.0,912.272348414484,605.4222776118496,67.50696653225357,9,3-9,2,8-2
Pineapple,Fruit,1116.0619216701507,27.82368142801614,4.762939878693561," sandy loam soil, well drained",150.0,45.0,530.0,762.5327685555709,587.5008616701542,64.44546731561242,9,3-9,2,8-2
Pineapple,Fruit,1111.4914068444352,26.501454053703263,4.948893039118596," sandy loam soil, well drained",150.0,45.0,530.0,671.1035713336211,586.7763913831631,63.8598825931255,9,3-9,2,8-2
Pineapple,Fruit,1111.146080546221,24.31278790170309,4.736496127804346," sandy loam soil, well drained",150.0,45.0,530.0,673.3094960658909,628.7545815042097,63.228935525725525,9,3-9,2,8-2
Pineapple,Fruit,1113.2889891317789,23.37694092728288,6.024354336029889," sandy loam soil, well drained",150.0,45.0,530.0,960.017441684918,591.3768691329783,76.49904469257834,9,3-9,2,8-2
Pineapple,Fruit,1104.3864138809724,27.237718903906014,5.285206722628195," sandy loam soil, well drained",150.0,45.0,530.0,817.9550567563938,652.5104788653931,71.76970556965506,9,3-9,2,8-2
Pineapple,Fruit,1104.853601927273,22.977378410787303,4.604673283064602," sandy loam soil, well drained",150.0,45.0,530.0,798.2529324233346,588.1592174271871,68.86428144498471,9,3-9,2,8-2
Pineapple,Fruit,1101.4358587707534,20.295184558410952,5.063475078949904," sandy loam soil, well drained",150.0,45.0,530.0,925.4634112690453,543.9490234352152,77.52029661013145,9,3-9,2,8-2
Pineapple,Fruit,1108.882663471963,24.30898796499703,5.951350721514203," sandy loam soil, well drained",150.0,45.0,530.0,892.7702722845647,548.3648575697562,77.63394856905455,9,3-9,2,8-2
Pineapple,Fruit,1104.7167287652153,20.14866117315357,5.48128551469697," sandy loam soil, well drained",150.0,45.0,530.0,847.8457402276024,620.6402032102629,74.14899367790663,9,3-9,2,8-2
Pineapple,Fruit,1112.0758109149876,21.31079730485467,6.06712059797152," sandy loam soil, well drained",150.0,45.0,530.0,708.3010586042437,581.5921609789273,63.481924163386466,9,3-9,2,8-2
Pineapple,Fruit,1107.2686131029743,27.82022707437738,6.397447277441526," sandy loam soil, well drained",150.0,45.0,530.0,950.9287802805359,690.3417845390961,63.201876069907264,9,3-9,2,8-2
Pineapple,Fruit,1100.847349057476,28.755728200256222,6.253569501080548," sandy loam soil, well drained",150.0,45.0,530.0,656.6716649523416,626.1787032619075,79.90595244100666,9,3-9,2,8-2
Pineapple,Fruit,1102.3547819117166,23.33084840620208,4.505769986420038," sandy loam soil, well drained",150.0,45.0,530.0,632.810339841839,641.7835132328042,76.72630843992876,9,3-9,2,8-2
Pineapple,Fruit,1104.0117826295163,26.43470044696466,5.851228477265345," sandy loam soil, well drained",150.0,45.0,530.0,859.6770864583764,627.566330400502,62.76558066138757,9,3-9,2,8-2
Pineapple,Fruit,1110.404117501937,28.841677043298375,6.199003333295743," sandy loam soil, well drained",150.0,45.0,530.0,912.6825256716343,607.2264857151489,67.46077007609202,9,3-9,2,8-2
Pineapple,Fruit,1101.155976629854,28.47353932309734,5.01666537212832," sandy loam soil, well drained",150.0,45.0,530.0,832.2406775120215,610.8915579860552,63.42472121284219,9,3-9,2,8-2
Pineapple,Fruit,1118.7374285080143,25.667502419031024,5.811231807161205," sandy loam soil, well drained",150.0,45.0,530.0,842.6973855671366,629.4547799874955,62.36315147988192,9,3-9,2,8-2
Pineapple,Fruit,1114.2240109444972,29.56355263405446,6.094228567308464," sandy loam soil, well drained",150.0,45.0,530.0,741.234704550121,624.5936165987936,60.80365806397483,9,3-9,2,8-2
Pineapple,Fruit,1108.6208124947561,29.68666733645457,5.046070121183683," sandy loam soil, well drained",150.0,45.0,530.0,906.5361569272766,546.459275334477,62.43506290240911,9,3-9,2,8-2
Pineapple,Fruit,1108.7420206468198,25.26120025811332,4.829885296976751," sandy loam soil, well drained",150.0,45.0,530.0,932.8048827095763,664.4136108417607,68.91607198622782,9,3-9,2,8-2
